Airline,Source,Destination,Duration,Total stops,Price,Date
"Vueling, Ryanair",NYC,PAR,17h 50m ,2 stops ,"1,015 SAR ",20-03-2022
Multiple Airlines,NYC,PAR,17h 05m ,2 stops ,"1,038 SAR ",20-03-2022
"Lufthansa, easyJet",NYC,PAR,19h 50m ,2 stops ,"1,047 SAR ",20-03-2022
"Lufthansa, Ryanair",NYC,PAR,16h 50m ,2 stops ,"1,058 SAR ",20-03-2022
"Lufthansa, Ryanair",NYC,PAR,15h 30m ,2 stops ,"1,063 SAR ",20-03-2022
"Lufthansa, Ryanair",NYC,PAR,17h 50m ,2 stops ,"1,063 SAR ",20-03-2022
"Lufthansa, Transavia France",NYC,PAR,17h 00m ,2 stops ,"1,105 SAR ",20-03-2022
"SWISS, Iberia",NYC,PAR,19h 00m ,2 stops ,"1,106 SAR ",20-03-2022
"Lufthansa, Air Europa",NYC,PAR,16h 30m ,2 stops ,"1,109 SAR ",20-03-2022
"Lufthansa, Iberia Express",NYC,PAR,17h 20m ,2 stops ,"1,186 SAR ",20-03-2022
"Neos Air, easyJet",NYC,PAR,14h 35m ,1 stop ,"1,294 SAR ",20-03-2022
"Brussels Airlines, Ryanair",NYC,PAR,14h 50m ,2 stops ,"1,319 SAR ",20-03-2022
United Airlines,NYC,PAR,11h 45m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,11h 55m ,1 stop ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,12h 45m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,12h 55m ,1 stop ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,13h 45m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,13h 55m ,1 stop ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 55m ,1 stop ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,15h 55m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 15m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 20m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 55m ,1 stop ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 55m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,17h 16m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,17h 35m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,18h 15m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,18h 45m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,18h 55m ,1 stop ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,19h 27m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,19h 45m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,20h 45m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,17h 55m ,2 stops ,"1,379 SAR ",20-03-2022
United Airlines,NYC,PAR,13h 20m ,2 stops ,"1,423 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 20m ,2 stops ,"1,423 SAR ",20-03-2022
American Airlines,NYC,PAR,19h 34m ,2 stops ,"1,434 SAR ",20-03-2022
American Airlines,NYC,PAR,20h 05m ,2 stops ,"1,434 SAR ",20-03-2022
American Airlines,NYC,PAR,20h 54m ,2 stops ,"1,434 SAR ",20-03-2022
American Airlines,NYC,PAR,13h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,14h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,14h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,14h 25m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,14h 36m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,14h 45m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,15h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,15h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,15h 25m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,15h 30m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,15h 56m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,16h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,16h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,16h 05m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,16h 20m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,16h 25m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,20h 00m ,2 stops ,"1,439 SAR ",20-03-2022
American Airlines,NYC,PAR,21h 00m ,2 stops ,"1,439 SAR ",20-03-2022
Air Canada,NYC,PAR,13h 30m ,2 stops ,"1,492 SAR ",20-03-2022
Air Canada,NYC,PAR,13h 35m ,2 stops ,"1,492 SAR ",20-03-2022
Air Canada,NYC,PAR,16h 00m ,2 stops ,"1,492 SAR ",20-03-2022
SWISS,NYC,PAR,12h 05m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,16h 20m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,16h 20m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,16h 20m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,17h 30m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,17h 30m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,17h 30m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,17h 30m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,20h 20m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,20h 20m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,20h 20m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,20h 20m ,2 stops ,"1,520 SAR ",20-03-2022
SWISS,NYC,PAR,20h 20m ,2 stops ,"1,520 SAR ",20-03-2022
American Airlines,NYC,PAR,16h 20m ,2 stops ,"1,531 SAR ",20-03-2022
American Airlines,NYC,PAR,15h 10m ,2 stops ,"1,582 SAR ",20-03-2022
American Airlines,NYC,PAR,15h 10m ,2 stops ,"1,582 SAR ",20-03-2022
American Airlines,NYC,PAR,18h 05m ,2 stops ,"1,582 SAR ",20-03-2022
American Airlines,NYC,PAR,18h 05m ,2 stops ,"1,582 SAR ",20-03-2022
Air Canada,NYC,PAR,16h 00m ,2 stops ,"1,680 SAR ",20-03-2022
Air Canada,NYC,PAR,16h 00m ,2 stops ,"1,680 SAR ",20-03-2022
WestJet,NYC,PAR,37h 55m ,1 stop ,"1,738 SAR ",20-03-2022
TAP AIR PORTUGAL,NYC,PAR,14h 35m ,2 stops ,"1,768 SAR ",20-03-2022
TAP AIR PORTUGAL,NYC,PAR,16h 00m ,2 stops ,"1,768 SAR ",20-03-2022
TAP AIR PORTUGAL,NYC,PAR,16h 45m ,2 stops ,"1,768 SAR ",20-03-2022
Austrian Airlines,NYC,PAR,15h 10m ,2 stops ,"1,815 SAR ",20-03-2022
Air Canada,NYC,PAR,16h 00m ,2 stops ,"1,973 SAR ",20-03-2022
"American Airlines, Finnair",NYC,PAR,14h 30m ,1 stop ,"2,107 SAR ",20-03-2022
Turkish Airlines,NYC,PAR,14h 30m ,1 stop ,"2,111 SAR ",20-03-2022
Turkish Airlines,NYC,PAR,15h 40m ,1 stop ,"2,111 SAR ",20-03-2022
Turkish Airlines,NYC,PAR,17h 35m ,1 stop ,"2,111 SAR ",20-03-2022
Delta,NYC,PAR,11h 51m ,1 stop ,"2,130 SAR ",20-03-2022
Delta,NYC,PAR,12h 20m ,1 stop ,"2,130 SAR ",20-03-2022
Delta,NYC,PAR,13h 10m ,1 stop ,"2,130 SAR ",20-03-2022
Delta,NYC,PAR,13h 55m ,1 stop ,"2,130 SAR ",20-03-2022
Air Canada,NYC,PAR,13h 35m ,1 stop ,"2,184 SAR ",20-03-2022
Air Europa,NYC,PAR,17h 50m ,1 stop ,"2,312 SAR ",20-03-2022
American Airlines,NYC,PAR,11h 50m ,1 stop ,"2,584 SAR ",20-03-2022
American Airlines,NYC,PAR,12h 40m ,1 stop ,"2,584 SAR ",20-03-2022
Aer Lingus,NYC,PAR,9h 55m ,1 stop ,"2,595 SAR ",20-03-2022
Aer Lingus,NYC,PAR,17h 00m ,1 stop ,"2,597 SAR ",20-03-2022
Aer Lingus,NYC,PAR,20h 20m ,1 stop ,"2,597 SAR ",20-03-2022
Aer Lingus,NYC,PAR,20h 40m ,1 stop ,"2,597 SAR ",20-03-2022
Aer Lingus,NYC,PAR,9h 40m ,1 stop ,"2,617 SAR ",20-03-2022
Aer Lingus,NYC,PAR,13h 00m ,1 stop ,"2,617 SAR ",20-03-2022
Aer Lingus,NYC,PAR,13h 20m ,1 stop ,"2,641 SAR ",20-03-2022
American Airlines,NYC,PAR,19h 28m ,1 stop ,"2,721 SAR ",20-03-2022
Air France,NYC,PAR,11h 25m ,1 stop ,"3,227 SAR ",20-03-2022
Aeromexico,NYC,PAR,19h 25m ,1 stop ,"3,442 SAR ",20-03-2022
LOT,NYC,PAR,14h 10m ,1 stop ,"3,491 SAR ",20-03-2022
Delta,NYC,PAR,11h 50m ,1 stop ,"3,497 SAR ",20-03-2022
Delta,NYC,PAR,12h 25m ,1 stop ,"3,497 SAR ",20-03-2022
United Airlines,NYC,PAR,19h 27m ,2 stops ,"1,358 SAR ",20-03-2022
United Airlines,NYC,PAR,20h 45m ,2 stops ,"1,358 SAR ",20-03-2022
American Airlines,NYC,PAR,20h 00m ,2 stops ,"1,439 SAR ",20-03-2022
SWISS,NYC,PAR,20h 20m ,2 stops ,"1,495 SAR ",20-03-2022
Multiple Airlines,NYC,PAR,19h 35m ,2 stops ,"1,730 SAR ",20-03-2022
"Air Canada, Ryanair",NYC,PAR,19h 05m ,2 stops ,"1,888 SAR ",20-03-2022
United Airlines,NYC,PAR,12h 59m ,2 stops ,"2,214 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 25m ,2 stops ,"2,214 SAR ",20-03-2022
United Airlines,NYC,PAR,15h 55m ,2 stops ,"2,235 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 55m ,2 stops ,"2,235 SAR ",20-03-2022
Air Canada,NYC,PAR,13h 00m ,2 stops ,"2,247 SAR ",20-03-2022
Air Canada,NYC,PAR,13h 10m ,2 stops ,"2,247 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 45m ,2 stops ,"2,315 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 45m ,2 stops ,"2,315 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 09m ,2 stops ,"2,336 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 23m ,2 stops ,"2,336 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 10m ,2 stops ,"2,384 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 22m ,2 stops ,"2,384 SAR ",20-03-2022
United Airlines,NYC,PAR,14h 41m ,2 stops ,"2,384 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 05m ,2 stops ,"2,384 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 25m ,2 stops ,"2,384 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 37m ,2 stops ,"2,384 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 53m ,2 stops ,"2,384 SAR ",20-03-2022
United Airlines,NYC,PAR,16h 56m ,2 stops ,"2,384 SAR ",20-03-2022
Austrian Airlines,NYC,PAR,15h 10m ,2 stops ,"2,491 SAR ",20-03-2022
Austrian Airlines,NYC,PAR,14h 20m ,2 stops ,"2,506 SAR ",20-03-2022
Austrian Airlines,NYC,PAR,15h 05m ,2 stops ,"2,506 SAR ",20-03-2022
Austrian Airlines,NYC,PAR,18h 45m ,2 stops ,"2,506 SAR ",20-03-2022
Austrian Airlines,NYC,PAR,19h 30m ,2 stops ,"2,506 SAR ",20-03-2022
Austrian Airlines,NYC,PAR,19h 30m ,2 stops ,"2,506 SAR ",20-03-2022
"JetBlue, Icelandair",NYC,PAR,13h 00m ,2 stops ,"3,285 SAR ",20-03-2022
Icelandair,NYC,PAR,13h 55m ,2 stops ,"3,285 SAR ",20-03-2022
"JetBlue, Icelandair",NYC,PAR,14h 00m ,2 stops ,"3,285 SAR ",20-03-2022
Icelandair,NYC,PAR,19h 45m ,2 stops ,"3,285 SAR ",20-03-2022
Lufthansa,NYC,PAR,20h 35m ,1 stop ,"3,682 SAR ",20-03-2022
Air Europa,NYC,PAR,13h 05m ,1 stop ,"3,773 SAR ",20-03-2022
Air Europa,NYC,PAR,16h 55m ,1 stop ,"3,773 SAR ",20-03-2022
Air Europa,NYC,PAR,18h 55m ,1 stop ,"3,779 SAR ",20-03-2022
LOT,NYC,PAR,14h 15m ,1 stop ,"3,916 SAR ",20-03-2022
LOT,NYC,PAR,18h 20m ,1 stop ,"3,916 SAR ",20-03-2022
LOT,NYC,PAR,18h 25m ,1 stop ,"3,916 SAR ",20-03-2022
Air Europa,NYC,PAR,10h 40m ,1 stop ,"5,351 SAR ",20-03-2022
Qatar Airways,NYC,PAR,20h 40m ,1 stop ,"6,772 SAR ",20-03-2022
La Compagnie,NYC,PAR,7h 20m ,nonstop ,"8,600 SAR ",20-03-2022
SAS,NYC,PAR,13h 30m ,2 stops ,"9,372 SAR ",20-03-2022
Aeromexico,NYC,PAR,19h 25m ,2 stops ,"11,657 SAR ",20-03-2022
Aeromexico,NYC,PAR,19h 45m ,2 stops ,"11,657 SAR ",20-03-2022
Aeromexico,NYC,PAR,20h 40m ,2 stops ,"11,657 SAR ",20-03-2022
"United Airlines, British Airways",NYC,PAR,11h 25m ,1 stop ,"12,219 SAR ",20-03-2022
Delta,NYC,PAR,12h 00m ,1 stop ,"12,583 SAR ",20-03-2022
"American Airlines, Cathay Pacific",NYC,PAR,38h 29m ,2 stops ,"29,828 SAR ",20-03-2022
SWISS,NYC,PAR,9h 45m ,1 stop ,"31,646 SAR ",20-03-2022
SWISS,NYC,PAR,10h 00m ,1 stop ,"34,695 SAR ",20-03-2022
SWISS,NYC,PAR,12h 55m ,1 stop ,"40,267 SAR ",20-03-2022
Etihad Airways,NYC,PAR,33h 30m ,1 stop ,"62,112 SAR ",20-03-2022
"United Airlines, Cathay Pacific",NYC,PAR,42h 15m ,2 stops ,"75,809 SAR ",20-03-2022
Air Senegal,NYC,PAR,26h 30m ,1 stop ,"1,864 SAR ",20-03-2022
French Bee,NYC,PAR,7h 10m ,nonstop ,997 SAR ,21-03-2022
French Bee,NYC,PAR,7h 10m ,nonstop ,895 SAR ,21-03-2022
Lufthansa,NYC,PAR,7h 05m ,nonstop ,"1,353 SAR ",21-03-2022
Delta,NYC,PAR,7h 10m ,nonstop ,"1,353 SAR ",21-03-2022
American Airlines,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",21-03-2022
Delta,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",21-03-2022
Delta,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",21-03-2022
Delta,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",21-03-2022
Delta,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",21-03-2022
Delta,NYC,PAR,7h 30m ,nonstop ,"1,353 SAR ",21-03-2022
Delta,NYC,PAR,7h 30m ,nonstop ,"1,353 SAR ",21-03-2022
United Airlines,NYC,PAR,7h 05m ,nonstop ,"1,358 SAR ",21-03-2022
Air France,NYC,PAR,7h 20m ,nonstop ,"1,527 SAR ",21-03-2022
Air France,NYC,PAR,7h 20m ,nonstop ,"1,527 SAR ",21-03-2022
JetBlue,NYC,PAR,7h 20m ,nonstop ,"1,634 SAR ",21-03-2022
Vueling,NYC,PAR,19h 55m ,1 stop ,820 SAR ,21-03-2022
French Bee,NYC,PAR,7h 10m ,nonstop ,895 SAR ,22-03-2022
Air France,NYC,PAR,7h 10m ,nonstop ,"1,349 SAR ",22-03-2022
Lufthansa,NYC,PAR,7h 05m ,nonstop ,"1,353 SAR ",22-03-2022
American Airlines,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",22-03-2022
Delta,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",22-03-2022
JetBlue,NYC,PAR,7h 20m ,nonstop ,"1,634 SAR ",22-03-2022
SAS,NYC,PAR,11h 00m ,1 stop ,"1,315 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 55m ,1 stop ,"1,405 SAR ",22-03-2022
SWISS,NYC,PAR,10h 40m ,1 stop ,"1,418 SAR ",22-03-2022
American Airlines,NYC,PAR,9h 35m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 05m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 10m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 20m ,1 stop ,"1,433 SAR ",22-03-2022
Lufthansa,NYC,PAR,11h 00m ,1 stop ,"1,422 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 40m ,1 stop ,"1,433 SAR ",22-03-2022
Delta,NYC,PAR,10h 20m ,1 stop ,"1,442 SAR ",22-03-2022
"United Airlines, Lufthansa",NYC,PAR,10h 05m ,1 stop ,"1,497 SAR ",22-03-2022
Aer Lingus,NYC,PAR,9h 35m ,1 stop ,"2,595 SAR ",22-03-2022
KLM,NYC,PAR,10h 15m ,1 stop ,"3,300 SAR ",22-03-2022
La Compagnie,NYC,PAR,7h 20m ,nonstop ,"8,926 SAR ",22-03-2022
Vueling,NYC,PAR,30h 35m ,1 stop ,761 SAR ,22-03-2022
SAS,NYC,PAR,11h 00m ,1 stop ,"1,315 SAR ",22-03-2022
Air France,NYC,PAR,11h 25m ,1 stop ,"1,349 SAR ",22-03-2022
Air France,NYC,PAR,11h 51m ,1 stop ,"1,349 SAR ",22-03-2022
Air France,NYC,PAR,12h 05m ,1 stop ,"1,349 SAR ",22-03-2022
Air Canada,NYC,PAR,9h 55m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,10h 05m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,11h 50m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,12h 00m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,13h 04m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,14h 50m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,16h 50m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,16h 50m ,1 stop ,"1,352 SAR ",22-03-2022
Air Canada,NYC,PAR,19h 05m ,1 stop ,"1,352 SAR ",22-03-2022
United Airlines,NYC,PAR,10h 05m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,11h 09m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,11h 23m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,11h 40m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,12h 40m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,12h 41m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,12h 55m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,14h 25m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,14h 35m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,14h 40m ,1 stop ,"1,358 SAR ",22-03-2022
United Airlines,NYC,PAR,15h 31m ,1 stop ,"1,358 SAR ",22-03-2022
Delta,NYC,PAR,10h 11m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,11h 10m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,11h 30m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,11h 40m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,11h 50m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 00m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 05m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 15m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 20m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 20m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 25m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 30m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 40m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 40m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 40m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,12h 45m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,13h 10m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,13h 26m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,13h 55m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,13h 55m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,14h 00m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,14h 10m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,14h 20m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,14h 35m ,1 stop ,"1,370 SAR ",22-03-2022
Delta,NYC,PAR,14h 45m ,1 stop ,"1,370 SAR ",22-03-2022
Air Canada,NYC,PAR,10h 05m ,1 stop ,"1,373 SAR ",22-03-2022
Air Canada,NYC,PAR,10h 15m ,1 stop ,"1,373 SAR ",22-03-2022
Air Canada,NYC,PAR,11h 05m ,1 stop ,"1,373 SAR ",22-03-2022
Air Canada,NYC,PAR,12h 05m ,1 stop ,"1,373 SAR ",22-03-2022
Air Canada,NYC,PAR,13h 15m ,1 stop ,"1,373 SAR ",22-03-2022
Air Canada,NYC,PAR,13h 35m ,1 stop ,"1,373 SAR ",22-03-2022
Air Canada,NYC,PAR,14h 45m ,1 stop ,"1,373 SAR ",22-03-2022
Air Canada,NYC,PAR,15h 40m ,1 stop ,"1,373 SAR ",22-03-2022
TAP AIR PORTUGAL,NYC,PAR,10h 55m ,1 stop ,"1,392 SAR ",22-03-2022
TAP AIR PORTUGAL,NYC,PAR,12h 00m ,1 stop ,"1,392 SAR ",22-03-2022
TAP AIR PORTUGAL,NYC,PAR,13h 50m ,1 stop ,"1,392 SAR ",22-03-2022
TAP AIR PORTUGAL,NYC,PAR,15h 45m ,1 stop ,"1,392 SAR ",22-03-2022
TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,"1,392 SAR ",22-03-2022
TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,"1,392 SAR ",22-03-2022
SWISS,NYC,PAR,9h 45m ,1 stop ,"1,393 SAR ",22-03-2022
SWISS,NYC,PAR,10h 40m ,1 stop ,"1,393 SAR ",22-03-2022
SWISS,NYC,PAR,13h 25m ,1 stop ,"1,393 SAR ",22-03-2022
SWISS,NYC,PAR,14h 00m ,1 stop ,"1,393 SAR ",22-03-2022
SWISS,NYC,PAR,14h 55m ,1 stop ,"1,393 SAR ",22-03-2022
SWISS,NYC,PAR,15h 10m ,1 stop ,"1,393 SAR ",22-03-2022
SWISS,NYC,PAR,16h 05m ,1 stop ,"1,393 SAR ",22-03-2022
SWISS,NYC,PAR,17h 40m ,1 stop ,"1,393 SAR ",22-03-2022
KLM,NYC,PAR,12h 30m ,1 stop ,"1,401 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 55m ,1 stop ,"1,405 SAR ",22-03-2022
Iberia,NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",22-03-2022
"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",22-03-2022
Iberia,NYC,PAR,13h 00m ,1 stop ,"1,411 SAR ",22-03-2022
American Airlines,NYC,PAR,13h 00m ,1 stop ,"1,411 SAR ",22-03-2022
Iberia,NYC,PAR,13h 40m ,1 stop ,"1,411 SAR ",22-03-2022
"Finnair, Iberia",NYC,PAR,13h 40m ,1 stop ,"1,411 SAR ",22-03-2022
American Airlines,NYC,PAR,13h 40m ,1 stop ,"1,411 SAR ",22-03-2022
Iberia,NYC,PAR,15h 45m ,1 stop ,"1,411 SAR ",22-03-2022
Iberia,NYC,PAR,15h 45m ,1 stop ,"1,411 SAR ",22-03-2022
"Finnair, Iberia",NYC,PAR,15h 45m ,1 stop ,"1,411 SAR ",22-03-2022
American Airlines,NYC,PAR,15h 45m ,1 stop ,"1,411 SAR ",22-03-2022
American Airlines,NYC,PAR,15h 45m ,1 stop ,"1,411 SAR ",22-03-2022
Lufthansa,NYC,PAR,11h 00m ,1 stop ,"1,417 SAR ",22-03-2022
Lufthansa,NYC,PAR,12h 15m ,1 stop ,"1,417 SAR ",22-03-2022
Lufthansa,NYC,PAR,14h 30m ,1 stop ,"1,417 SAR ",22-03-2022
Lufthansa,NYC,PAR,15h 35m ,1 stop ,"1,417 SAR ",22-03-2022
Lufthansa,NYC,PAR,16h 25m ,1 stop ,"1,417 SAR ",22-03-2022
Air France,NYC,PAR,10h 10m ,1 stop ,"1,423 SAR ",22-03-2022
Air France,NYC,PAR,11h 45m ,1 stop ,"1,423 SAR ",22-03-2022
American Airlines,NYC,PAR,9h 35m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 05m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 10m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 20m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,10h 40m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,11h 20m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,11h 30m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,11h 50m ,1 stop ,"1,433 SAR ",22-03-2022
American Airlines,NYC,PAR,12h 00m ,1 stop ,"1,433 SAR ",22-03-2022
Air France,NYC,PAR,11h 50m ,1 stop ,"1,434 SAR ",22-03-2022
Iberia,NYC,PAR,13h 25m ,1 stop ,"1,437 SAR ",22-03-2022
British Airways,NYC,PAR,10h 40m ,1 stop ,"1,439 SAR ",22-03-2022
British Airways,NYC,PAR,11h 20m ,1 stop ,"1,439 SAR ",22-03-2022
British Airways,NYC,PAR,11h 30m ,1 stop ,"1,439 SAR ",22-03-2022
British Airways,NYC,PAR,12h 00m ,1 stop ,"1,439 SAR ",22-03-2022
British Airways,NYC,PAR,12h 10m ,1 stop ,"1,439 SAR ",22-03-2022
