Airline,Source,Destination,Duration,Total stops,Price,Date
"United Airlines, Lufthansa",NYC,RUH,19h 55m ,1 stop ,"3,557 SAR ",06-02-2022
Emirates,NYC,RUH,20h 05m ,1 stop ,"3,756 SAR ",06-02-2022
KLM,NYC,RUH,17h 50m ,1 stop ,"3,759 SAR ",06-02-2022
KLM,NYC,RUH,19h 50m ,1 stop ,"3,759 SAR ",06-02-2022
Emirates,NYC,RUH,18h 30m ,1 stop ,"3,790 SAR ",06-02-2022
Emirates,NYC,RUH,19h 25m ,1 stop ,"3,790 SAR ",06-02-2022
Air France,NYC,RUH,17h 50m ,1 stop ,"3,822 SAR ",06-02-2022
Air France,NYC,RUH,19h 50m ,1 stop ,"3,822 SAR ",06-02-2022
"British Airways, SAUDIA",NYC,RUH,16h 35m ,1 stop ,"4,703 SAR ",06-02-2022
"Lufthansa, SAUDIA",NYC,RUH,16h 30m ,1 stop ,"4,726 SAR ",06-02-2022
"Finnair, Turkish Airlines",NYC,RUH,20h 00m ,2 stops ,"2,554 SAR ",06-02-2022
"Egypt Air, flyadeal",NYC,RUH,19h 05m ,2 stops ,"2,615 SAR ",06-02-2022
"Egypt Air, flynas",NYC,RUH,18h 35m ,2 stops ,"2,630 SAR ",06-02-2022
"Egypt Air, Gulf Air",NYC,RUH,18h 10m ,2 stops ,"2,821 SAR ",06-02-2022
"Air France, Royal Jordanian",NYC,RUH,20h 40m ,2 stops ,"3,090 SAR ",06-02-2022
"Air France, Royal Jordanian",NYC,RUH,18h 20m ,2 stops ,"3,123 SAR ",06-02-2022
"Emirates, Egypt Air",NYC,RUH,20h 40m ,2 stops ,"3,171 SAR ",06-02-2022
Air Canada,NYC,RUH,20h 00m ,2 stops ,"3,403 SAR ",06-02-2022
Air Canada,NYC,RUH,17h 05m ,2 stops ,"3,422 SAR ",06-02-2022
Air Canada,NYC,RUH,17h 15m ,2 stops ,"3,422 SAR ",06-02-2022
Air Canada,NYC,RUH,18h 05m ,2 stops ,"3,422 SAR ",06-02-2022
Air Canada,NYC,RUH,19h 05m ,2 stops ,"3,422 SAR ",06-02-2022
"Air France, Lufthansa",NYC,RUH,19h 25m ,2 stops ,"3,451 SAR ",06-02-2022
SWISS,NYC,RUH,17h 30m ,2 stops ,"3,467 SAR ",06-02-2022
SWISS,NYC,RUH,17h 00m ,2 stops ,"3,487 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 00m ,2 stops ,"3,514 SAR ",06-02-2022
Lufthansa,NYC,RUH,17h 00m ,2 stops ,"3,515 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",06-02-2022
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,520 SAR ",06-02-2022
SWISS,NYC,RUH,18h 05m ,2 stops ,"3,522 SAR ",06-02-2022
Lufthansa,NYC,RUH,17h 10m ,2 stops ,"3,532 SAR ",06-02-2022
Lufthansa,NYC,RUH,16h 55m ,2 stops ,"3,540 SAR ",06-02-2022
Lufthansa,NYC,RUH,18h 05m ,2 stops ,"3,553 SAR ",06-02-2022
"Air Canada, Lufthansa",NYC,RUH,20h 00m ,2 stops ,"3,557 SAR ",06-02-2022
"Air Canada, Lufthansa",NYC,RUH,17h 05m ,2 stops ,"3,578 SAR ",06-02-2022
"Air Canada, Lufthansa",NYC,RUH,17h 15m ,2 stops ,"3,578 SAR ",06-02-2022
"Air Canada, Lufthansa",NYC,RUH,18h 05m ,2 stops ,"3,578 SAR ",06-02-2022
"Air Canada, Lufthansa",NYC,RUH,19h 05m ,2 stops ,"3,578 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 25m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 25m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 25m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 25m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 35m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 35m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 35m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,18h 35m ,2 stops ,"3,582 SAR ",06-02-2022
"United Airlines, Lufthansa",NYC,RUH,17h 10m ,2 stops ,"3,594 SAR ",06-02-2022
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,606 SAR ",06-02-2022
Emirates,NYC,RUH,18h 30m ,2 stops ,"3,756 SAR ",06-02-2022
Emirates,NYC,RUH,19h 25m ,2 stops ,"3,756 SAR ",06-02-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,809 SAR ",06-02-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,812 SAR ",06-02-2022
KLM,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",06-02-2022
Air France,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",06-02-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",06-02-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",06-02-2022
Air France,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",06-02-2022
Air France,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",06-02-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",06-02-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",06-02-2022
KLM,NYC,RUH,17h 20m ,2 stops ,"3,927 SAR ",06-02-2022
"Virgin Atlantic, SAUDIA",NYC,RUH,16h 14m ,1 stop ,"7,484 SAR ",06-02-2022
British Airways,NYC,RUH,15h 35m ,1 stop ,"7,632 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,15h 35m ,1 stop ,"7,633 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,17h 15m ,1 stop ,"7,633 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,17h 55m ,1 stop ,"7,633 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,18h 05m ,1 stop ,"7,633 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,18h 35m ,1 stop ,"7,633 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,19h 25m ,1 stop ,"7,633 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,19h 55m ,1 stop ,"7,633 SAR ",06-02-2022
British Airways,NYC,RUH,17h 15m ,1 stop ,"7,656 SAR ",06-02-2022
British Airways,NYC,RUH,17h 55m ,1 stop ,"7,656 SAR ",06-02-2022
British Airways,NYC,RUH,18h 05m ,1 stop ,"7,656 SAR ",06-02-2022
British Airways,NYC,RUH,18h 35m ,1 stop ,"7,656 SAR ",06-02-2022
British Airways,NYC,RUH,19h 25m ,1 stop ,"7,656 SAR ",06-02-2022
British Airways,NYC,RUH,19h 55m ,1 stop ,"7,656 SAR ",06-02-2022
Multiple Airlines,NYC,RUH,34h 30m ,3 stops ,"1,897 SAR ",06-02-2022
"TAP AIR PORTUGAL, flynas",NYC,RUH,20h 20m ,3 stops ,"2,693 SAR ",06-02-2022
Qatar Airways,NYC,RUH,18h 25m ,2 stops ,"5,543 SAR ",06-02-2022
"Turkish Airlines, AnadoluJet",NYC,RUH,19h 25m ,1 stop ,"5,846 SAR ",06-02-2022
"American Airlines, British Airways",NYC,RUH,19h 50m ,2 stops ,"7,650 SAR ",06-02-2022
Multiple Airlines,NYC,RUH,17h 10m ,2 stops ,"17,375 SAR ",06-02-2022
"United Airlines, British Airways",NYC,RUH,16h 50m ,1 stop ,"17,903 SAR ",06-02-2022
"United Airlines, British Airways",NYC,RUH,17h 50m ,1 stop ,"17,903 SAR ",06-02-2022
"United Airlines, British Airways",NYC,RUH,20h 05m ,1 stop ,"17,903 SAR ",06-02-2022
"Air France, SAUDIA",NYC,RUH,14h 45m ,1 stop ,"73,152 SAR ",06-02-2022
"Air France, SAUDIA",NYC,RUH,15h 45m ,1 stop ,"73,152 SAR ",06-02-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,173 SAR ",07-02-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,078 SAR ",07-02-2022
Etihad Airways,NYC,RUH,21h 55m ,1 stop ,"2,078 SAR ",07-02-2022
Egypt Air,NYC,RUH,18h 40m ,1 stop ,"2,128 SAR ",07-02-2022
Qatar Airways,NYC,RUH,20h 15m ,1 stop ,"2,519 SAR ",07-02-2022
Qatar Airways,NYC,RUH,21h 10m ,1 stop ,"2,519 SAR ",07-02-2022
Turkish Airlines,NYC,RUH,16h 40m ,1 stop ,"2,944 SAR ",07-02-2022
Turkish Airlines,NYC,RUH,22h 15m ,1 stop ,"2,944 SAR ",07-02-2022
"Finnair, SAUDIA",NYC,RUH,18h 00m ,1 stop ,"3,014 SAR ",07-02-2022
"American Airlines, Qatar Airways",NYC,RUH,20h 15m ,1 stop ,"3,074 SAR ",07-02-2022
"American Airlines, Qatar Airways",NYC,RUH,21h 10m ,1 stop ,"3,074 SAR ",07-02-2022
SAUDIA,NYC,RUH,15h 40m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,16h 35m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,17h 40m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,18h 35m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,19h 40m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,20h 35m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,21h 40m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,22h 35m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,23h 35m ,1 stop ,"3,427 SAR ",07-02-2022
SAUDIA,NYC,RUH,24h 35m ,1 stop ,"3,427 SAR ",07-02-2022
Lufthansa,NYC,RUH,17h 35m ,1 stop ,"3,490 SAR ",07-02-2022
Lufthansa,NYC,RUH,19h 55m ,1 stop ,"3,490 SAR ",07-02-2022
Lufthansa,NYC,RUH,16h 10m ,1 stop ,"3,509 SAR ",07-02-2022
"United Airlines, Lufthansa",NYC,RUH,16h 10m ,1 stop ,"3,557 SAR ",07-02-2022
"United Airlines, Lufthansa",NYC,RUH,17h 35m ,1 stop ,"3,557 SAR ",07-02-2022
"United Airlines, Lufthansa",NYC,RUH,19h 55m ,1 stop ,"3,557 SAR ",07-02-2022
Air France,NYC,RUH,14h 45m ,1 stop ,"3,758 SAR ",07-02-2022
Air France,NYC,RUH,15h 45m ,1 stop ,"3,758 SAR ",07-02-2022
Air France,NYC,RUH,16h 45m ,1 stop ,"3,758 SAR ",07-02-2022
Air France,NYC,RUH,17h 45m ,1 stop ,"3,758 SAR ",07-02-2022
Air France,NYC,RUH,18h 45m ,1 stop ,"3,758 SAR ",07-02-2022
Emirates,NYC,RUH,18h 30m ,1 stop ,"3,790 SAR ",07-02-2022
Emirates,NYC,RUH,20h 05m ,1 stop ,"3,756 SAR ",07-02-2022
Emirates,NYC,RUH,24h 10m ,1 stop ,"3,756 SAR ",07-02-2022
Emirates,NYC,RUH,19h 25m ,1 stop ,"3,790 SAR ",07-02-2022
Emirates,NYC,RUH,24h 05m ,1 stop ,"3,790 SAR ",07-02-2022
Emirates,NYC,RUH,24h 55m ,1 stop ,"3,790 SAR ",07-02-2022
Emirates,NYC,RUH,25h 00m ,1 stop ,"3,790 SAR ",07-02-2022
"Air France, British Airways",NYC,RUH,16h 50m ,1 stop ,"3,959 SAR ",07-02-2022
"Air France, SAUDIA",NYC,RUH,16h 45m ,1 stop ,"4,048 SAR ",07-02-2022
"Air France, SAUDIA",NYC,RUH,17h 45m ,1 stop ,"4,048 SAR ",07-02-2022
"Emirates, flynas",NYC,RUH,17h 45m ,1 stop ,"4,369 SAR ",07-02-2022
"Finnair, SAUDIA",NYC,RUH,16h 35m ,1 stop ,"4,987 SAR ",07-02-2022
"Royal Air Maroc, Egypt Air",NYC,RUH,17h 15m ,2 stops ,"2,463 SAR ",07-02-2022
"Royal Air Maroc, flynas",NYC,RUH,22h 25m ,2 stops ,"2,106 SAR ",07-02-2022
"Finnair, Egypt Air",NYC,RUH,22h 40m ,2 stops ,"2,317 SAR ",07-02-2022
Multiple Airlines,NYC,RUH,21h 20m ,2 stops ,"2,508 SAR ",07-02-2022
"Egypt Air, flyadeal",NYC,RUH,19h 05m ,2 stops ,"2,615 SAR ",07-02-2022
"Egypt Air, flynas",NYC,RUH,21h 05m ,2 stops ,"2,630 SAR ",07-02-2022
"Egypt Air, flynas",NYC,RUH,18h 35m ,2 stops ,"2,675 SAR ",07-02-2022
Qatar Airways,NYC,RUH,24h 11m ,2 stops ,"2,949 SAR ",07-02-2022
"Egypt Air, Gulf Air",NYC,RUH,18h 10m ,2 stops ,"2,959 SAR ",07-02-2022
"Emirates, Egypt Air",NYC,RUH,20h 40m ,2 stops ,"3,015 SAR ",07-02-2022
Qatar Airways,NYC,RUH,23h 40m ,2 stops ,"3,185 SAR ",07-02-2022
"Finnair, Royal Jordanian",NYC,RUH,21h 10m ,2 stops ,"3,239 SAR ",07-02-2022
"JetBlue, Qatar Airways",NYC,RUH,21h 50m ,2 stops ,"3,279 SAR ",07-02-2022
Qatar Airways,NYC,RUH,23h 10m ,2 stops ,"3,298 SAR ",07-02-2022
Qatar Airways,NYC,RUH,24h 54m ,2 stops ,"3,298 SAR ",07-02-2022
Air Canada,NYC,RUH,20h 00m ,2 stops ,"3,401 SAR ",07-02-2022
Air Canada,NYC,RUH,20h 10m ,2 stops ,"3,401 SAR ",07-02-2022
Air Canada,NYC,RUH,21h 14m ,2 stops ,"3,401 SAR ",07-02-2022
Air Canada,NYC,RUH,23h 00m ,2 stops ,"3,401 SAR ",07-02-2022
Air Canada,NYC,RUH,25h 00m ,2 stops ,"3,401 SAR ",07-02-2022
Air Canada,NYC,RUH,25h 00m ,2 stops ,"3,401 SAR ",07-02-2022
Air Canada,NYC,RUH,21h 40m ,2 stops ,"3,408 SAR ",07-02-2022
Air Canada,NYC,RUH,22h 40m ,2 stops ,"3,408 SAR ",07-02-2022
Air Canada,NYC,RUH,23h 25m ,2 stops ,"3,408 SAR ",07-02-2022
Air Canada,NYC,RUH,24h 35m ,2 stops ,"3,408 SAR ",07-02-2022
Air Canada,NYC,RUH,17h 05m ,2 stops ,"3,422 SAR ",07-02-2022
Air Canada,NYC,RUH,17h 15m ,2 stops ,"3,422 SAR ",07-02-2022
Air Canada,NYC,RUH,18h 05m ,2 stops ,"3,422 SAR ",07-02-2022
Air Canada,NYC,RUH,19h 05m ,2 stops ,"3,422 SAR ",07-02-2022
SAUDIA,NYC,RUH,18h 55m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,19h 25m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,20h 05m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,21h 05m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,21h 05m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,21h 20m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,21h 20m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,22h 05m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,22h 05m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,22h 35m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,22h 35m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,24h 10m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,24h 20m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,24h 20m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,24h 20m ,2 stops ,"3,446 SAR ",07-02-2022
"Air France, Lufthansa",NYC,RUH,19h 25m ,2 stops ,"3,451 SAR ",07-02-2022
SWISS,NYC,RUH,17h 30m ,2 stops ,"3,467 SAR ",07-02-2022
SAUDIA,NYC,RUH,19h 20m ,2 stops ,"3,475 SAR ",07-02-2022
SAUDIA,NYC,RUH,21h 50m ,2 stops ,"3,475 SAR ",07-02-2022
SWISS,NYC,RUH,17h 00m ,2 stops ,"3,487 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,500 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 00m ,2 stops ,"3,514 SAR ",07-02-2022
Lufthansa,NYC,RUH,17h 00m ,2 stops ,"3,515 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,519 SAR ",07-02-2022
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,520 SAR ",07-02-2022
SWISS,NYC,RUH,18h 05m ,2 stops ,"3,522 SAR ",07-02-2022
Lufthansa,NYC,RUH,17h 10m ,2 stops ,"3,532 SAR ",07-02-2022
Lufthansa,NYC,RUH,16h 55m ,2 stops ,"3,540 SAR ",07-02-2022
Lufthansa,NYC,RUH,18h 05m ,2 stops ,"3,553 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,20h 00m ,2 stops ,"3,557 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,20h 10m ,2 stops ,"3,557 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,17h 05m ,2 stops ,"3,578 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,17h 15m ,2 stops ,"3,578 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,18h 05m ,2 stops ,"3,578 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,19h 05m ,2 stops ,"3,578 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,20h 15m ,2 stops ,"3,578 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",07-02-2022
"United Airlines, Lufthansa",NYC,RUH,17h 10m ,2 stops ,"3,594 SAR ",07-02-2022
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,606 SAR ",07-02-2022
Emirates,NYC,RUH,18h 30m ,2 stops ,"3,756 SAR ",07-02-2022
"Virgin Atlantic, SAUDIA",NYC,RUH,16h 14m ,1 stop ,"7,484 SAR ",07-02-2022
British Airways,NYC,RUH,15h 35m ,1 stop ,"7,632 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,15h 35m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,17h 15m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,17h 55m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,18h 05m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,18h 35m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,19h 25m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,19h 55m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,20h 10m ,1 stop ,"7,633 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,20h 20m ,1 stop ,"7,633 SAR ",07-02-2022
British Airways,NYC,RUH,17h 15m ,1 stop ,"7,656 SAR ",07-02-2022
British Airways,NYC,RUH,17h 55m ,1 stop ,"7,656 SAR ",07-02-2022
British Airways,NYC,RUH,18h 05m ,1 stop ,"7,656 SAR ",07-02-2022
British Airways,NYC,RUH,18h 35m ,1 stop ,"7,656 SAR ",07-02-2022
British Airways,NYC,RUH,19h 25m ,1 stop ,"7,656 SAR ",07-02-2022
British Airways,NYC,RUH,19h 55m ,1 stop ,"7,656 SAR ",07-02-2022
British Airways,NYC,RUH,20h 10m ,1 stop ,"7,656 SAR ",07-02-2022
British Airways,NYC,RUH,20h 20m ,1 stop ,"7,656 SAR ",07-02-2022
"Virgin Atlantic, Egypt Air",NYC,RUH,21h 40m ,2 stops ,"3,386 SAR ",07-02-2022
SAUDIA,NYC,RUH,24h 55m ,2 stops ,"3,446 SAR ",07-02-2022
SAUDIA,NYC,RUH,24h 55m ,2 stops ,"3,446 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,23h 00m ,2 stops ,"3,557 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,25h 00m ,2 stops ,"3,557 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,25h 00m ,2 stops ,"3,557 SAR ",07-02-2022
"Turkish Airlines, flynas",NYC,RUH,23h 40m ,2 stops ,"3,651 SAR ",07-02-2022
"Turkish Airlines, flynas",NYC,RUH,17h 30m ,2 stops ,"3,654 SAR ",07-02-2022
Emirates,NYC,RUH,19h 25m ,2 stops ,"3,756 SAR ",07-02-2022
Emirates,NYC,RUH,24h 05m ,2 stops ,"3,756 SAR ",07-02-2022
Emirates,NYC,RUH,24h 55m ,2 stops ,"3,756 SAR ",07-02-2022
Emirates,NYC,RUH,25h 00m ,2 stops ,"3,756 SAR ",07-02-2022
Air France,NYC,RUH,20h 05m ,2 stops ,"3,775 SAR ",07-02-2022
Air France,NYC,RUH,22h 00m ,2 stops ,"3,775 SAR ",07-02-2022
Air France,NYC,RUH,22h 45m ,2 stops ,"3,775 SAR ",07-02-2022
Air France,NYC,RUH,24h 00m ,2 stops ,"3,775 SAR ",07-02-2022
Air France,NYC,RUH,20h 20m ,2 stops ,"3,779 SAR ",07-02-2022
"Turkish Airlines, SAUDIA",NYC,RUH,17h 15m ,2 stops ,"3,883 SAR ",07-02-2022
Air France,NYC,RUH,22h 00m ,2 stops ,"3,891 SAR ",07-02-2022
Air France,NYC,RUH,22h 00m ,2 stops ,"3,891 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,21h 14m ,2 stops ,"4,150 SAR ",07-02-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"4,171 SAR ",07-02-2022
Multiple Airlines,NYC,RUH,33h 40m ,3 stops ,"2,046 SAR ",07-02-2022
Multiple Airlines,NYC,RUH,21h 35m ,3 stops ,"2,334 SAR ",07-02-2022
"TAP AIR PORTUGAL, Turkish Airlines",NYC,RUH,23h 45m ,3 stops ,"2,345 SAR ",07-02-2022
"TAP AIR PORTUGAL, Royal Jordanian",NYC,RUH,24h 25m ,3 stops ,"2,924 SAR ",07-02-2022
"French Bee, Turkish Airlines",NYC,RUH,21h 50m ,2 stops ,"2,948 SAR ",07-02-2022
"French Bee, SAUDIA",NYC,RUH,20h 50m ,2 stops ,"3,507 SAR ",07-02-2022
Qatar Airways,NYC,RUH,21h 55m ,2 stops ,"5,486 SAR ",07-02-2022
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,486 SAR ",07-02-2022
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,486 SAR ",07-02-2022
Qatar Airways,NYC,RUH,21h 40m ,2 stops ,"5,531 SAR ",07-02-2022
"Turkish Airlines, AnadoluJet",NYC,RUH,19h 25m ,1 stop ,"5,846 SAR ",07-02-2022
"British Airways, Qatar Airways",NYC,RUH,22h 35m ,2 stops ,"6,303 SAR ",07-02-2022
"American Airlines, British Airways",NYC,RUH,19h 50m ,2 stops ,"7,650 SAR ",07-02-2022
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",07-02-2022
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",07-02-2022
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",07-02-2022
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",07-02-2022
British Airways,NYC,RUH,21h 32m ,2 stops ,"7,677 SAR ",07-02-2022
British Airways,NYC,RUH,22h 21m ,2 stops ,"7,981 SAR ",07-02-2022
British Airways,NYC,RUH,22h 25m ,2 stops ,"7,981 SAR ",07-02-2022
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",07-02-2022
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",07-02-2022
British Airways,NYC,RUH,23h 50m ,2 stops ,"7,981 SAR ",07-02-2022
British Airways,NYC,RUH,23h 50m ,2 stops ,"7,981 SAR ",07-02-2022
Qatar Airways,NYC,RUH,21h 55m ,2 stops ,"5,447 SAR ",07-02-2022
Gulf Air,NYC,RUH,23h 50m ,2 stops ,"17,844 SAR ",07-02-2022
"United Airlines, British Airways",NYC,RUH,24h 20m ,2 stops ,"17,903 SAR ",07-02-2022
"Air France, SAUDIA",NYC,RUH,14h 45m ,1 stop ,"73,152 SAR ",07-02-2022
"Air France, SAUDIA",NYC,RUH,15h 45m ,1 stop ,"73,152 SAR ",07-02-2022
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"12,496 SAR ",07-02-2022
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"12,945 SAR ",07-02-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,142 SAR ",08-02-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,078 SAR ",08-02-2022
Etihad Airways,NYC,RUH,21h 55m ,1 stop ,"2,078 SAR ",08-02-2022
Egypt Air,NYC,RUH,18h 40m ,1 stop ,"2,458 SAR ",08-02-2022
Royal Jordanian,NYC,RUH,14h 10m ,1 stop ,"2,570 SAR ",08-02-2022
Qatar Airways,NYC,RUH,20h 15m ,1 stop ,"2,519 SAR ",08-02-2022
Qatar Airways,NYC,RUH,21h 10m ,1 stop ,"2,519 SAR ",08-02-2022
Royal Jordanian,NYC,RUH,21h 00m ,1 stop ,"2,570 SAR ",08-02-2022
Ethiopian Air,NYC,RUH,21h 40m ,1 stop ,"2,815 SAR ",08-02-2022
Lufthansa,NYC,RUH,16h 10m ,1 stop ,"3,509 SAR ",08-02-2022
"United Airlines, Lufthansa",NYC,RUH,16h 10m ,1 stop ,"3,557 SAR ",08-02-2022
Turkish Airlines,NYC,RUH,21h 25m ,1 stop ,"2,944 SAR ",08-02-2022
